# From ~/gensor_units/perl_scripts/GOs_in_GUs.pl on Fri Sep 30 09:59:04 2016
# Input = ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/GOs_table.txt ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/TF_genes.txt 
GU	GO ID	Genes in overlap
Cra	GO:0044275	pfkA,
Cra	GO:0061615	pfkA,
Cra	GO:0032259	cysG,
Cra	GO:0006779	cysG,
Cra	GO:0009236	cysG,
Cra	GO:0019354	cysG,
Cra	GO:0019752	aceA,
Cra	GO:0006086	aceF,
Cra	GO:0019592	mtlD,
Cra	GO:0019594	mtlD,
Cra	GO:0008615	epd,
Cra	GO:0042823	epd,
Cra	GO:0043610	crr,
Cra	GO:0045912	crr,
Cra	GO:0015767	setA,
Cra	GO:0015758	setA,
Cra	GO:0036448	setA,
CreB	GO:0006810	malE,malG,malF,
CreB	GO:0008643	malE,malG,malF,
CreB	GO:0015768	malG,malE,malF,
CreB	GO:0042956	malG,malE,malF,
CreB	GO:0006974	malF,malE,
CreB	GO:0034289	malE,
CreB	GO:0060326	malE,
CreB	GO:0005975	talA,
CreB	GO:0006098	talA,
CsgD	GO:0008152	yhbS,fliG,pepD,fliF,fliH,dgcC,fliJ,fliE,
CsgD	GO:0006935	fliG,fliJ,
CsgD	GO:0071973	fliG,fliJ,fliI,fliH,fliK,fliE,fliF,
CsgD	GO:0097588	fliG,
CsgD	GO:0044780	fliG,flgN,fliK,fliI,
CsgD	GO:0044781	flgN,fliJ,fliI,fliH,flgM,fliK,
CsgD	GO:0044010	csgF,csgB,csgE,csgG,csgA,
CsgD	GO:0022610	csgF,csgG,csgE,
CsgD	GO:0006810	fliH,fliI,tcyJ,fliJ,
CsgD	GO:0015031	fliJ,fliI,fliH,
CsgD	GO:1902021	fliZ,
CsgD	GO:0015074	fliZ,
CsgD	GO:1903506	fliZ,
CsgD	GO:0055114	wrbA,
CsgD	GO:0006979	wrbA,
CsgD	GO:0045892	wrbA,flgM,
CsgD	GO:0007155	csgB,csgA,
CsgD	GO:1990000	csgB,csgA,
CsgD	GO:0006811	fliI,
CsgD	GO:0015992	fliI,
CsgD	GO:0009058	fliI,
CsgD	GO:0006754	fliI,
CsgD	GO:0030254	fliI,
CsgD	GO:0006351	fliA,csgD,flgM,
CsgD	GO:0006352	fliA,
CsgD	GO:0006355	fliA,csgD,flgM,
CsgD	GO:0010468	fliA,
CsgD	GO:0001123	fliA,
CsgD	GO:0030435	fliA,
CsgD	GO:0071806	csgG,csgE,
CsgD	GO:0045893	iraP,
CsgD	GO:0016036	iraP,
CsgD	GO:0009267	iraP,
CsgD	GO:0042177	iraP,
CsgD	GO:0045861	flgM,
CsgD	GO:0006508	pepD,
CsgD	GO:0043171	pepD,
CsgD	GO:0006865	tcyJ,
CsgD	GO:0042883	tcyJ,
CsgD	GO:1903712	tcyJ,
CsgD	GO:0015811	tcyJ,
CsgD	GO:2000144	csgD,
CsgD	GO:1900190	csgD,
CsiR	GO:0055114	gabD,lhgO,
CsiR	GO:0042450	gabT,
CsiR	GO:0009450	gabT,gabP,gabD,
CsiR	GO:0009448	gabT,
CsiR	GO:0051289	csiD,
CsiR	GO:0090549	csiD,
CsiR	GO:0006810	gabP,
CsiR	GO:0055085	gabP,
CsiR	GO:0006865	gabP,
CsiR	GO:0006974	gabP,
CsiR	GO:0003333	gabP,
CsiR	GO:0015807	gabP,
CsiR	GO:1902475	gabP,
CsiR	GO:0015812	gabP,
CsiR	GO:0008152	gabD,
CsiR	GO:0006807	gabD,
CspA	GO:0006351	hns,gyrA,
CspA	GO:0042493	gyrA,
CspA	GO:0046677	gyrA,
CspA	GO:0007059	gyrA,
CspA	GO:0006261	gyrA,
CspA	GO:0006268	gyrA,
CspA	GO:0006259	gyrA,
CspA	GO:0006265	gyrA,
CspA	GO:0006355	hns,
CueR	GO:0006777	moaE,moaB,moaA,moaC,moaD,
CueR	GO:0032324	moaC,moaE,moaB,moaA,
CueR	GO:0009408	moaA,
CueR	GO:0006810	copA,
CueR	GO:0006811	copA,
CueR	GO:0006825	copA,
CueR	GO:0010273	copA,
CueR	GO:0030001	copA,
CueR	GO:0060003	copA,
CueR	GO:0071280	copA,
CueR	GO:0071292	copA,
CueR	GO:1902601	copA,
CueR	GO:0055114	cueO,
CusR	GO:0006783	cyoE,
CusR	GO:0048034	cyoE,
CusR	GO:0006810	cusC,cusB,cusA,
CusR	GO:0055085	cusB,
CusR	GO:0006811	cyoB,cusB,cusC,cusA,
CusR	GO:0046688	cusB,cusA,cusS,cusR,cusF,cusC,
CusR	GO:0006825	cusB,cusA,
CusR	GO:0010273	cusB,cusA,cusF,cusC,
CusR	GO:0060003	cusB,cusA,cusC,
CusR	GO:0006878	cusB,cusA,cusF,cusC,
CusR	GO:0010272	cusB,cusA,cusF,cusC,
CusR	GO:0015679	cusB,cusA,
CusR	GO:0055114	cyoC,cyoD,cyoA,cyoB,
CusR	GO:0019646	cyoD,cyoC,cyoA,cyoB,
CusR	GO:0009060	cyoD,cyoB,cyoA,cyoC,
CusR	GO:0015990	cyoD,cyoC,cyoA,cyoB,
CusR	GO:1902601	cusA,
CusR	GO:0006812	cusA,
CusR	GO:0015673	cusA,
CusR	GO:0022904	cyoC,
CusR	GO:0022900	cyoA,
CusR	GO:0010628	cusR,cusS,
CusR	GO:0016310	cusS,
CusR	GO:0007165	cusS,
CusR	GO:0000160	cusS,cusR,
CusR	GO:0018106	cusS,
CusR	GO:0023014	cusS,
CusR	GO:0071280	cusS,
CusR	GO:0071292	cusS,
CusR	GO:0006351	cusR,
CusR	GO:0006355	cusR,
CusR	GO:0015992	cyoB,
CusR	GO:0006144	yedX,
CusR	GO:0010043	cusF,
CusR	GO:0018345	cusC,
CusR	GO:0070207	cusC,
CynR	GO:0015976	cynT,
CynR	GO:0009440	cynT,cynX,cynS,
CynR	GO:0006810	cynX,
CynR	GO:0055085	cynX,
CynR	GO:0006351	cynR,
CynR	GO:0006355	cynR,
CynR	GO:0009439	cynS,
CysB	GO:0009408	hslJ,ssuD,
CysB	GO:0008152	cysD,ssuB,tauB,cysH,cysA,ybdN,dgcZ,cysK,
CysB	GO:0055114	tauD,ssuE,cysI,cysH,cysJ,ssuD,
CysB	GO:0009086	cysH,
CysB	GO:0019344	cysH,cysB,cysK,cysJ,cysI,cysM,
CysB	GO:0070814	cysH,cysC,cysN,cysD,cysI,cysJ,
CysB	GO:0006790	cysH,ssuC,cysN,cysP,cysD,ssuA,tauD,
CysB	GO:0019379	cysH,
CysB	GO:0006810	ssuC,ssuB,ssuA,cysA,cysW,cysU,cysP,tcyJ,tauC,tauB,tauA,tcyP,
CysB	GO:0006865	tcyJ,tcyP,
CysB	GO:0042883	tcyP,tcyJ,
CysB	GO:0006835	tcyP,
CysB	GO:1903712	tcyP,tcyJ,
CysB	GO:0015811	tcyP,tcyJ,
CysB	GO:0051271	dgcZ,
CysB	GO:0043709	dgcZ,
CysB	GO:1902209	dgcZ,
CysB	GO:0006351	ygeH,cysB,cbl,
CysB	GO:0006355	ygeH,cysB,cbl,
CysB	GO:0000160	ygeH,
CysB	GO:0008272	cysU,cysW,cysP,cysA,
CysB	GO:1902358	cysU,cysW,cysP,cysA,
CysB	GO:0016311	yfbR,
CysB	GO:0006226	yfbR,
CysB	GO:0010139	yfbR,
CysB	GO:0045883	cbl,
CysB	GO:0008652	cysI,cysM,cysB,cysK,cysJ,
CysB	GO:0006535	cysK,cysM,
CysB	GO:0055085	cysA,
CysB	GO:0000103	cysN,cysJ,cysC,cysU,cysD,cysI,cysW,
CysB	GO:0009970	tauA,ssuE,
CysB	GO:0015734	tauA,tauB,
CysB	GO:0006974	ssuE,
CysB	GO:0051289	ssuE,
CysB	GO:0046306	ssuE,ssuD,
CysB	GO:0042918	ssuC,ssuB,ssuA,
CysB	GO:0010438	tauC,tauB,
CysB	GO:0006979	cysD,
CysB	GO:0019419	cysD,
CysB	GO:0015837	tauB,
CysB	GO:0016310	cysC,
CytR	GO:0008152	deoA,deoB,
CytR	GO:0006974	deoA,deoD,deoC,deoB,udp,
CytR	GO:0009117	deoB,
CytR	GO:0006015	deoB,
CytR	GO:0009264	deoB,deoC,
CytR	GO:0043094	deoB,
CytR	GO:0006810	nupC,nupG,tsx,
CytR	GO:0015860	nupG,
CytR	GO:0015858	tsx,nupG,nupC,
CytR	GO:0015861	nupG,nupC,
CytR	GO:0015862	nupG,nupC,
CytR	GO:0015864	nupG,
CytR	GO:0032238	nupG,
CytR	GO:0072531	nupG,
CytR	GO:0015949	cdd,deoC,
CytR	GO:0006217	cdd,
CytR	GO:0009972	cdd,
CytR	GO:0006351	rpoH,cytR,
CytR	GO:0006352	rpoH,
CytR	GO:0006355	rpoH,cytR,
CytR	GO:0010468	rpoH,
CytR	GO:0009408	rpoH,
CytR	GO:0001123	rpoH,
CytR	GO:0030435	rpoH,
CytR	GO:0001121	rpoH,
CytR	GO:0006206	deoA,
CytR	GO:0006213	deoA,
CytR	GO:0046104	deoA,
CytR	GO:0015992	nupC,
CytR	GO:1901642	tsx,nupC,
CytR	GO:0006139	deoD,
CytR	GO:0009116	deoD,udp,
CytR	GO:0006152	deoD,
CytR	GO:0019686	deoD,
CytR	GO:0042278	deoD,
CytR	GO:0016052	deoC,
CytR	GO:0046386	deoC,
CytR	GO:0009166	udp,
CytR	GO:0044206	udp,
CytR	GO:0055085	tsx,
CytR	GO:0006811	tsx,
CytR	GO:0046718	tsx,
CytR	GO:0045892	cytR,
CytR	GO:0006457	ppiA,
CytR	GO:0000413	ppiA,
Dan	GO:0008152	ttdB,ttdA,
Dan	GO:0044010	ttdA,
Dan	GO:0006810	ttdT,
Dan	GO:0055085	ttdT,
Dan	GO:0006814	ttdT,
Dan	GO:0009408	ttdB,
Dan	GO:0006351	ttdR,
Dan	GO:0006355	ttdR,
Dan	GO:0045893	ttdR,
DcuR	GO:0006099	fumB,frdB,
DcuR	GO:0006974	fumB,frdA,dctA,
DcuR	GO:0044010	fumB,
DcuR	GO:0006091	fumB,
DcuR	GO:0009061	frdC,frdA,frdB,frdD,
DcuR	GO:0071973	frdC,frdA,frdB,
DcuR	GO:0044780	frdC,frdA,frdB,
DcuR	GO:0006113	frdC,frdD,frdA,frdB,
DcuR	GO:0006351	dpiA,
DcuR	GO:0006355	dpiA,dpiB,
DcuR	GO:0000160	dpiB,dpiA,
DcuR	GO:0009605	dpiA,
DcuR	GO:0006106	frdD,
DcuR	GO:0016310	dpiB,
DcuR	GO:0007165	dpiB,
DcuR	GO:0018106	dpiB,
DcuR	GO:0023014	dpiB,
DcuR	GO:0046777	dpiB,
DcuR	GO:0071310	dpiB,
DcuR	GO:0006810	dcuB,dctA,
DcuR	GO:0015740	dcuB,
DcuR	GO:0055114	frdB,frdA,
DcuR	GO:0022900	frdA,
DcuR	GO:0055085	dctA,
DcuR	GO:0015992	dctA,
DcuR	GO:0008643	dctA,
DcuR	GO:1902600	dctA,
DcuR	GO:0015741	dctA,
DcuR	GO:0071422	dctA,
DcuR	GO:0089712	dctA,
DcuR	GO:0006835	dctA,
DcuR	GO:0070778	dctA,
DcuR	GO:0071423	dctA,
DeoR	GO:0006974	deoA,deoD,deoC,deoB,
DeoR	GO:0006139	deoD,
DeoR	GO:0009116	deoD,
DeoR	GO:0006152	deoD,
DeoR	GO:0019686	deoD,
DeoR	GO:0042278	deoD,
DeoR	GO:0008152	deoA,deoB,
DeoR	GO:0009117	deoB,
DeoR	GO:0006015	deoB,
DeoR	GO:0009264	deoB,deoC,
DeoR	GO:0043094	deoB,
DeoR	GO:0015949	deoC,
DeoR	GO:0016052	deoC,
DeoR	GO:0046386	deoC,
DeoR	GO:0006810	nupG,tsx,
DeoR	GO:0055085	tsx,
DeoR	GO:0006811	tsx,
DeoR	GO:0046718	tsx,
DeoR	GO:0015858	tsx,nupG,
DeoR	GO:1901642	tsx,
DeoR	GO:0015860	nupG,
DeoR	GO:0015861	nupG,
DeoR	GO:0015862	nupG,
DeoR	GO:0015864	nupG,
DeoR	GO:0032238	nupG,
DeoR	GO:0072531	nupG,
DeoR	GO:0006206	deoA,
DeoR	GO:0006213	deoA,
DeoR	GO:0046104	deoA,
DhaR	GO:0016310	dhaL,dhaK,dhaM,
DhaR	GO:0006974	dhaK,dhaM,
DhaR	GO:0009401	dhaM,
DhaR	GO:0006071	dhaL,dhaR,dhaK,dhaM,
DhaR	GO:0019563	dhaL,dhaK,dhaM,
DhaR	GO:0006351	dhaR,
DhaR	GO:0006355	dhaR,
DhaR	GO:0000160	dhaR,
DhaR	GO:0042182	dhaK,
DhaR	GO:0046365	dhaK,
DicA	GO:0051301	dicB,dicC,
DicA	GO:0051302	dicB,
DicA	GO:0006310	intQ,insD,
DicA	GO:0015074	insD,intQ,
DicA	GO:0032196	insD,
DicA	GO:0046718	intQ,
DicA	GO:0075713	intQ,
DicA	GO:0006351	dicC,
DicA	GO:0006355	dicC,
DinJ-YafQ	GO:0006351	dinJ,cspE,yafQ,
DinJ-YafQ	GO:0006355	dinJ,cspE,yafQ,
DinJ-YafQ	GO:0044010	yafQ,dinJ,
DinJ-YafQ	GO:2000143	dinJ,
DinJ-YafQ	GO:0046677	yafQ,
DinJ-YafQ	GO:0006415	yafQ,
DinJ-YafQ	GO:0090305	yafQ,
DinJ-YafQ	GO:0090502	yafQ,
DinJ-YafQ	GO:0006402	yafQ,
DinJ-YafQ	GO:0031564	cspE,
DinJ-YafQ	GO:0060567	cspE,
DnaA	GO:0055114	yfaE,nrdA,aldA,guaB,nrdB,
DnaA	GO:0019301	aldA,
DnaA	GO:0042355	aldA,
DnaA	GO:0006281	recF,polA,
DnaA	GO:0006974	polA,dnaN,recF,
DnaA	GO:0009432	recF,
DnaA	GO:0006260	nrdB,nrdA,recF,polA,dnaA,dnaN,
DnaA	GO:0000731	recF,
DnaA	GO:0006302	recF,
DnaA	GO:0009411	recF,
DnaA	GO:0006284	polA,
DnaA	GO:0090305	polA,dnaN,
DnaA	GO:0006261	polA,
DnaA	GO:0071897	polA,dnaN,
DnaA	GO:0006351	rpoH,dnaA,
DnaA	GO:0006352	rpoH,
DnaA	GO:0006355	rpoH,dnaA,
DnaA	GO:0010468	rpoH,
DnaA	GO:0009408	rpoH,
DnaA	GO:0001123	rpoH,
DnaA	GO:0030435	rpoH,
DnaA	GO:0001121	rpoH,
DnaA	GO:0006124	yfaE,
DnaA	GO:0008156	dnaA,
DnaA	GO:0006270	dnaA,
DnaA	GO:0006275	dnaA,
DnaA	GO:0006271	dnaN,
DnaA	GO:0006541	guaA,
DnaA	GO:0006164	guaB,guaA,
DnaA	GO:0006177	guaA,guaB,
DnaA	GO:0008152	nrdA,
DnaA	GO:0015949	nrdA,nrdB,
DnaA	GO:0009263	nrdB,nrdA,
DnaA	GO:0009186	nrdB,
DpiA	GO:0006099	mdh,
DpiA	GO:0019752	mdh,
DpiA	GO:0006096	mdh,
DpiA	GO:0055114	mdh,
DpiA	GO:0009061	mdh,
DpiA	GO:0005975	mdh,
DpiA	GO:0006108	mdh,
DpiA	GO:0006113	mdh,
DpiA	GO:0009058	citC,
DpiA	GO:0006464	citC,
DpiA	GO:0006084	citF,citE,
DpiA	GO:0006810	exuT,
DpiA	GO:0055085	exuT,
DpiA	GO:0015736	exuT,
DpiA	GO:0015778	exuT,
DpiA	GO:0006351	dpiA,appY,
DpiA	GO:0006355	dpiA,appY,dpiB,
DpiA	GO:0000160	dpiB,dpiA,
DpiA	GO:0009605	dpiA,
DpiA	GO:0051191	citX,citG,
DpiA	GO:0018247	citX,
DpiA	GO:0016310	citG,dpiB,
DpiA	GO:0007165	dpiB,
DpiA	GO:0018106	dpiB,
DpiA	GO:0023014	dpiB,
DpiA	GO:0046777	dpiB,
DpiA	GO:0071310	dpiB,
DpiA	GO:0045893	appY,
DpiA	GO:0016036	appY,
DsdC	GO:0006351	dsdC,
DsdC	GO:0006355	dsdC,
DsdC	GO:0006974	dsdA,dsdX,
DsdC	GO:0006520	dsdA,
DsdC	GO:0046416	dsdA,
DsdC	GO:0036088	dsdA,
DsdC	GO:0051410	dsdA,
DsdC	GO:0070178	dsdA,
DsdC	GO:0006810	dsdX,
DsdC	GO:0042942	dsdX,
DsdC	GO:0035429	dsdX,
EbgR	GO:0008152	ebgA,
EbgR	GO:0005975	ebgA,
EbgR	GO:0005990	ebgA,
EnvR	GO:0006810	acrB,acrA,
EnvR	GO:0055085	acrA,
EnvR	GO:0006855	acrA,acrB,
EnvR	GO:0015721	acrA,
EnvR	GO:0046677	acrA,
EnvR	GO:0042493	acrB,
EnvR	GO:0046618	acrB,
EnvY	GO:0006810	ompF,ompC,
EnvY	GO:0006855	ompF,
EnvY	GO:0006811	ompC,ompF,
EnvY	GO:0034220	ompF,
EnvY	GO:0043213	ompF,
EnvY	GO:0055085	ompC,
EnvY	GO:0006974	ompC,
EvgA	GO:0006351	gadE,ydeO,evgA,
EvgA	GO:0006355	gadE,ydeO,evgA,
EvgA	GO:0045893	ydeO,
EvgA	GO:0016310	evgS,
EvgA	GO:0000160	evgS,evgA,
EvgA	GO:0018106	evgS,
EvgA	GO:0023014	evgS,
EvgA	GO:0046777	evgS,
EvgA	GO:0010447	ydeP,evgS,
EvgA	GO:0010038	evgS,
EvgA	GO:0006810	emrY,mdtE,acrD,yfdV,mdtF,emrK,
EvgA	GO:0055085	emrY,yfdV,mdtE,emrK,
EvgA	GO:0046677	emrY,mdtF,mdtE,emrK,
EvgA	GO:0006974	emrY,emrK,
EvgA	GO:0042493	acrD,
EvgA	GO:0006855	acrD,emrK,mdtF,
EvgA	GO:0046618	acrD,
EvgA	GO:0055114	ydeP,
EvgA	GO:0071468	oxc,frc,
EvgA	GO:0033611	frc,oxc,
EvgA	GO:0008152	yfdE,frc,
ExuR	GO:0006974	uxuA,
ExuR	GO:0042840	uxuA,uxaC,uxuB,
ExuR	GO:0006064	uxuA,uxaC,
ExuR	GO:0019698	uxaC,uxaA,uxaB,
ExuR	GO:0006810	exuT,
ExuR	GO:0055085	exuT,
ExuR	GO:0015736	exuT,
ExuR	GO:0015778	exuT,
ExuR	GO:0008152	uxuB,
ExuR	GO:0055114	uxuB,uxaB,
ExuR	GO:0019594	uxuB,
ExuR	GO:0006351	lgoR,exuR,uxuR,
ExuR	GO:0006355	lgoR,exuR,uxuR,
ExuR	GO:0019584	lgoR,
ExuR	GO:0045892	exuR,
FabR	GO:0006631	fabA,fabB,
FabR	GO:0006629	fabB,fabA,
FabR	GO:0006633	fabA,fabB,
FabR	GO:0008610	fabA,fabB,
FabR	GO:0008152	fabB,
FadR	GO:0006631	fabA,fadD,fabH,fabD,fadE,fadJ,fabG,fabI,fadR,accA,accD,fabB,fadI,accC,fadB,accB,fadA,
FadR	GO:0006629	fabH,fabD,fadJ,accB,fadA,fadD,accD,accA,fabB,fabA,fabI,fadE,fabG,fadR,fadI,accC,fadB,
FadR	GO:0006633	fabA,fabH,fabD,fabG,fabI,accA,accD,fabB,accC,accB,
FadR	GO:0008610	fabA,fabH,fabG,fabI,fabB,
FadR	GO:0008152	fabB,fabG,fabH,fabD,fadJ,fadI,fadB,fadA,fadD,fadE,
FadR	GO:0008654	fadD,
FadR	GO:0006635	fadM,fadJ,fadI,fadD,fadE,fadB,fadA,
FadR	GO:0001676	fadD,
FadR	GO:0006637	fadD,
FadR	GO:0006351	iclR,fadR,
FadR	GO:0006355	iclR,fadR,
FadR	GO:0006097	iclR,
FadR	GO:0045892	iclR,fadR,
FadR	GO:0055114	fabG,fadJ,fabI,fadB,fadE,fadH,
FadR	GO:0033539	fadE,
FadR	GO:0055088	fadE,
FadR	GO:0016042	fadJ,fadI,fadB,fadA,
FadR	GO:0009102	fabG,fabI,
FadR	GO:0030497	fabG,fabI,
FadR	GO:0046677	fabI,
FadR	GO:0051289	fabI,
FadR	GO:0045893	fadR,
FadR	GO:0019395	fadR,
FadR	GO:0019217	fadR,
FadR	GO:0045723	fadR,
FadR	GO:0042759	accD,accA,
FadR	GO:2001295	accC,accD,accA,
FadR	GO:0006417	accD,
FadR	GO:0017148	accD,
FadR	GO:0033543	fadH,
FadR	GO:0033542	fadI,
FadR	GO:0045717	accC,
FadR	GO:0009062	fadB,
FadR	GO:0006810	fadL,
FadR	GO:0055085	fadL,
FadR	GO:0006869	fadL,
FadR	GO:0015718	fadL,
FadR	GO:0015909	fadL,
FeaR	GO:0055114	feaB,tynA,
FeaR	GO:0006559	tynA,feaB,
FeaR	GO:0009308	tynA,
FeaR	GO:0019607	tynA,
FeaR	GO:0009435	feaB,
FeaR	GO:0046196	feaB,
FhlA	GO:0055114	hyfD,hycC,hycE,hyfC,hycB,hycD,hyfH,hyfE,hyfI,fdhF,hyfF,hyfA,hyfB,hycG,hycF,hyfG,hydN,hyfJ,
FhlA	GO:0051604	hypD,hycH,hypF,hypB,hypE,hypC,hypA,
FhlA	GO:0006464	hypD,hycI,hypA,
FhlA	GO:0006351	fhlA,hycA,hyfR,
FhlA	GO:0006355	fhlA,hycA,hyfR,
FhlA	GO:0009061	hydN,hycB,hyfA,
FhlA	GO:0015942	fdhF,
FhlA	GO:0015944	fdhF,
FhlA	GO:0006974	hyfF,hyfC,
FhlA	GO:0046944	hypF,
FhlA	GO:0006352	hyfR,
FhlA	GO:0000160	hyfR,fhlA,
FhlA	GO:2000142	hyfR,
FhlA	GO:0006810	focB,
FhlA	GO:0015724	focB,
FhlA	GO:0042773	hyfE,hyfB,hycC,
FhlA	GO:0051188	hypB,
FhlA	GO:0006461	hypB,
FhlA	GO:0046892	hypE,
FhlA	GO:0006508	hycI,
FhlA	GO:0016485	hycI,
FhlA	GO:0043085	hycI,
FlhDC	GO:0055114	nrfB,nrfA,ycgR,ccmG,napH,glpC,napC,ccmH,napG,napB,glpB,napF,napA,nrfC,mdh,glpA,hydN,
FlhDC	GO:0009061	napC,mdh,glpA,hydN,napA,napB,glpC,glpB,
FlhDC	GO:0019333	napC,
FlhDC	GO:0008152	ccmA,fliG,gltL,flgJ,mglA,pdeH,fliF,fliH,fliJ,fliM,fliE,fliN,flgH,
FlhDC	GO:0006935	fliG,fliJ,fliM,fliO,fliL,mglB,fliN,
FlhDC	GO:0071973	fliG,fliJ,fliM,fliI,fliS,fliH,ycgR,fliK,flgJ,fliE,fliF,flgA,flgF,flgG,fliD,flgE,flgB,fliT,flgI,fliL,fliN,flgC,flgH,
FlhDC	GO:0097588	fliO,fliG,fliM,fliL,fliN,
FlhDC	GO:0044780	fliG,flgN,fliR,fliK,fliQ,flgJ,flhA,fliI,flhB,
FlhDC	GO:0018378	nrfE,nrfG,nrfF,
FlhDC	GO:0006810	ccmD,mglB,mglA,glpC,fliH,fliI,gltJ,ccmA,gltL,tcyJ,ccmB,flhB,gltI,flhA,ccmC,gltK,fliJ,fliP,mglC,
FlhDC	GO:0015031	fliJ,fliP,fliI,flhB,fliH,flhA,
FlhDC	GO:0044781	flgN,fliP,flgA,fliJ,flhE,flgG,flhA,fliI,fliS,fliH,flgM,flhB,fliO,fliK,fliT,flgJ,flgD,
FlhDC	GO:0006979	napF,
FlhDC	GO:0050918	fliM,
FlhDC	GO:1902021	fliZ,
FlhDC	GO:0015074	fliZ,
FlhDC	GO:1903506	fliZ,
FlhDC	GO:0015886	nrfE,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
FlhDC	GO:0017004	nrfE,ccmH,ccmG,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
FlhDC	GO:0017003	ccmE,ccmC,
FlhDC	GO:0018063	ccmF,ccmE,
FlhDC	GO:0051604	hypF,
FlhDC	GO:0046944	hypF,
FlhDC	GO:0006351	fliA,flgM,fliT,
FlhDC	GO:0006352	fliA,
FlhDC	GO:0006355	fliA,flgM,fliT,
FlhDC	GO:0010468	fliA,
FlhDC	GO:0001123	fliA,
FlhDC	GO:0030435	fliA,
FlhDC	GO:0006807	nrfB,nrfA,
FlhDC	GO:0019645	nrfA,nrfD,nrfC,nrfB,
FlhDC	GO:0042128	nrfA,napA,
FlhDC	GO:0006865	gltL,tcyJ,gltJ,gltK,gltI,
FlhDC	GO:0003333	gltK,gltL,
FlhDC	GO:0042883	tcyJ,
FlhDC	GO:1903712	tcyJ,
FlhDC	GO:0015811	tcyJ,
FlhDC	GO:0051224	napD,
FlhDC	GO:0006777	napA,
FlhDC	GO:0048870	pdeH,
FlhDC	GO:0051607	recC,
FlhDC	GO:0006281	recC,
FlhDC	GO:0006974	recC,flgI,mglA,mglC,
FlhDC	GO:0006310	recC,
FlhDC	GO:0090305	recC,
FlhDC	GO:0032508	recC,
FlhDC	GO:0006302	recC,
FlhDC	GO:0000724	recC,
FlhDC	GO:0044355	recC,
FlhDC	GO:0045892	flgM,
FlhDC	GO:0045861	flgM,
FlhDC	GO:0071978	flgE,flgB,flgF,flgG,fliL,flgC,flgD,
FlhDC	GO:0007155	fliD,
FlhDC	GO:0006457	fliT,
FlhDC	GO:1902209	fliT,
FlhDC	GO:0009306	fliP,flhA,flhB,fliQ,
FlhDC	GO:0008643	mglB,mglA,mglC,
FlhDC	GO:0006099	mdh,
FlhDC	GO:0019752	mdh,
FlhDC	GO:0006096	mdh,
FlhDC	GO:0005975	mdh,
FlhDC	GO:0006108	mdh,
FlhDC	GO:0006113	mdh,
FlhDC	GO:0006605	fliR,
FlhDC	GO:0019563	glpC,glpA,glpB,
FlhDC	GO:0006072	glpA,glpB,
FlhDC	GO:0046168	glpC,glpA,glpB,
FlhDC	GO:0046174	glpA,
FlhDC	GO:0006811	fliI,
FlhDC	GO:0015992	fliI,
FlhDC	GO:0009058	fliI,
FlhDC	GO:0006754	fliI,
FlhDC	GO:0030254	fliI,
FlhDC	GO:0051270	ycgR,
FlhDC	GO:0071945	ycgR,
FlhDC	GO:0045454	ccmG,
FlhDC	GO:0071555	flgJ,
FlhDC	GO:0034219	mglA,
FlhDC	GO:0015757	mglA,
FlhDC	GO:0022900	glpC,
FlhDC	GO:0015749	mglC,
FlhDC	GO:0006970	flgH,
FliZ	GO:0044010	csgF,csgB,csgE,csgG,csgA,
FliZ	GO:0022610	csgF,csgG,csgE,
FliZ	GO:0006351	flhD,gadE,mlrA,csgD,flhC,
FliZ	GO:0006355	flhD,gadE,mlrA,csgD,flhC,
FliZ	GO:0045893	flhD,flhC,
FliZ	GO:0045892	flhD,flhC,
FliZ	GO:0044781	flhD,flhC,
FliZ	GO:0044780	flhD,
FliZ	GO:1902208	flhD,flhC,
FliZ	GO:0019752	gadB,
FliZ	GO:0051454	gadC,gadB,
FliZ	GO:0006536	gadB,
FliZ	GO:0008152	pdeR,
FliZ	GO:0019935	pdeR,
FliZ	GO:0010608	pdeR,
FliZ	GO:0031280	pdeR,
FliZ	GO:0007155	csgB,csgA,
FliZ	GO:1990000	csgB,csgA,
FliZ	GO:0071806	csgG,csgE,
FliZ	GO:0006810	mdtE,mdtF,yhiD,gadC,
FliZ	GO:0006865	gadC,
FliZ	GO:0003333	gadC,
FliZ	GO:0015807	gadC,
FliZ	GO:1902475	gadC,
FliZ	GO:0055085	mdtE,
FliZ	GO:0046677	mdtF,mdtE,
FliZ	GO:0006970	osmY,
FliZ	GO:0009268	hdeB,
FliZ	GO:0006855	mdtF,
FliZ	GO:2000144	csgD,
FliZ	GO:1900190	csgD,
FliZ	GO:0071468	hdeA,
FucR	GO:0006351	fucR,
FucR	GO:0006355	fucR,
FucR	GO:0005975	fucI,fucR,fucU,fucO,fucK,fucP,fucA,
FucR	GO:0006004	fucR,fucA,fucO,fucU,fucP,fucI,fucK,
FucR	GO:0042355	fucA,fucO,fucI,fucK,
FucR	GO:0019317	fucA,fucO,fucI,fucK,
FucR	GO:0019571	fucA,fucI,fucK,
FucR	GO:0055114	fucO,
FucR	GO:0019301	fucO,
